Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type,Temp_diff,Rot_speed_rad/s,Power,Tool_Torque,Machine failure,UDI
300.1,309.8,1532,39.8,115,1,9.699999999999989,160.43066484331877,6385.140460764086,4577.0,0,2634
300.0,309.7,1554,32.0,117,1,9.699999999999989,162.73449945595127,5207.5039825904405,3744.0,0,2635
299.9,309.6,1462,51.0,119,0,9.700000000000045,153.10028198494257,7808.114381232071,6069.0,0,2636
299.9,309.6,1254,61.3,124,1,9.700000000000045,131.31857292005336,8049.828519999271,7601.2,0,2637
299.9,309.6,1294,49.7,126,1,9.700000000000045,135.50736312483974,6734.715947304536,6262.200000000001,0,2638
299.8,309.5,1739,27.5,128,1,9.699999999999989,182.10765415308833,5007.960489209929,3520.0,0,2639
299.8,309.4,1412,47.8,130,2,9.599999999999966,147.86429422895958,7067.9132641442675,6214.0,0,2640
299.9,309.5,1372,56.2,133,2,9.600000000000023,143.6755040241732,8074.5633261585335,7474.6,0,2641
299.8,309.5,1420,46.7,136,0,9.699999999999989,148.70205226991686,6944.385841005118,6351.200000000001,0,2642
299.8,309.5,1542,40.3,141,1,9.699999999999989,161.47786239451537,6507.557854498969,5682.299999999999,0,2643
299.8,309.4,1401,48.1,143,2,9.599999999999966,146.71237692264333,7056.865329979144,6878.3,0,2644
299.8,309.4,1510,42.5,146,1,9.599999999999966,158.12683023068624,6720.390284804165,6205.0,0,2645
299.9,309.5,1547,38.5,148,0,9.600000000000023,162.00146117011366,6237.056255049376,5698.0,0,2646
299.8,309.5,1453,43.2,153,2,9.699999999999989,152.15780418886564,6573.217140958996,6609.6,0,2647
299.8,309.4,1408,45.6,156,1,9.599999999999966,147.44541520848094,6723.510933506731,7113.6,0,2648
299.8,309.4,1436,51.6,158,1,9.599999999999966,150.37756835183143,7759.482526954502,8152.8,0,2649
299.9,309.5,1582,38.2,160,2,9.600000000000023,165.66665259930176,6328.466129293328,6112.0,0,2650
299.9,309.6,1280,59.3,163,1,9.700000000000045,134.0412865531645,7948.648292602655,9665.9,0,2651
299.9,309.5,2008,20.4,165,1,9.600000000000023,210.27726828027681,4289.656272917647,3365.9999999999995,0,2652
299.9,309.5,1772,23.5,167,1,9.600000000000023,185.5634060720371,4360.7400426928725,3924.5,0,2653
299.9,309.5,1779,26.1,169,1,9.600000000000023,186.29644435787472,4862.33719774053,4410.900000000001,0,2654
299.9,309.5,1567,35.5,171,1,9.600000000000023,164.09585627250686,5825.402897673994,6070.5,0,2655
299.8,309.4,1751,27.0,173,2,9.599999999999966,183.36429121452426,4950.835862792155,4671.0,0,2656
299.9,309.5,1349,51.3,176,1,9.600000000000023,141.26694965642102,7246.994517374398,9028.8,0,2657
300.0,309.5,1425,40.8,178,2,9.5,149.22565104551518,6088.406562657019,7262.4,0,2658
300.0,309.4,1395,44.5,181,1,9.399999999999977,146.08405839192537,6500.740598440679,8054.5,0,2659
299.8,309.3,1595,32.1,183,0,9.5,167.02800941585733,5361.599102249021,5874.3,0,2660
299.8,309.3,1291,56.4,188,1,9.5,135.19320385948075,7624.896697674714,10603.199999999999,0,2661
299.9,309.4,1509,42.8,190,2,9.5,158.0221104755666,6763.34632835425,8131.999999999999,0,2662
299.9,309.4,1483,38.1,193,2,9.5,155.29939684245542,5916.907019697552,7353.3,0,2663
299.9,309.3,1620,31.1,196,1,9.400000000000034,169.64600329384882,5275.9907024386985,6095.6,0,2664
299.9,309.4,1487,42.2,198,2,9.5,155.71827586293406,6571.311241415818,8355.6,0,2665
299.8,309.4,2256,15.9,201,1,9.599999999999966,236.24776754995244,3756.3395040442438,3195.9,0,2666
299.7,309.2,1691,27.7,203,0,9.5,177.08110590734466,4905.146633633447,5623.099999999999,0,2667
299.8,309.3,1663,35.2,208,2,9.5,174.1489527639942,6130.043137292597,7321.6,0,2668
299.8,309.3,1640,31.1,211,2,9.5,171.74039839624203,5341.126390123128,6562.1,0,2669
299.7,309.3,1494,37.8,214,0,9.600000000000023,156.4513141487717,5913.85967482357,8089.2,0,2670
299.8,309.4,1467,46.2,219,1,9.599999999999966,153.62388076054089,7097.423291136989,10117.800000000001,0,2671
299.7,309.3,1399,41.9,221,2,9.600000000000023,146.502937412404,6138.473077579728,9259.9,1,2672
299.7,309.3,1445,42.6,0,1,9.600000000000023,151.32004614790836,6446.233965900896,0.0,0,2673
299.8,309.4,1480,40.9,2,1,9.599999999999966,154.98523757709646,6338.896216903245,81.8,0,2674
299.7,309.3,1546,37.2,4,1,9.600000000000023,161.896741414994,6022.558780637778,148.8,0,2675
299.7,309.3,1574,35.8,6,1,9.600000000000023,164.82889455834447,5900.874425188732,214.79999999999998,0,2676
299.7,309.3,1592,34.2,8,1,9.600000000000023,166.71385015049836,5701.613675147044,273.6,0,2677
299.8,309.5,1495,39.6,10,1,9.699999999999989,156.55603390389135,6199.6189425940975,396.0,0,2678
299.8,309.6,1447,43.1,12,1,9.800000000000011,151.52948565814768,6530.920831866165,517.2,0,2679
299.8,309.5,1476,44.4,14,1,9.699999999999989,154.5663585566178,6862.746319913831,621.6,0,2680
299.8,309.5,1641,27.1,16,1,9.699999999999989,171.84511815136167,4657.002701901902,433.6,0,2681
299.8,309.5,1545,32.2,18,1,9.699999999999989,161.79202165987434,5209.703097447954,579.6,0,2682
299.9,309.6,1364,44.4,20,2,9.700000000000045,142.8377459832159,6341.995921654786,888.0,0,2683
299.8,309.5,1590,28.5,23,1,9.699999999999989,166.50441064025904,4745.375703247382,655.5,0,2684
299.8,309.4,1460,37.4,25,1,9.599999999999966,152.89084247470325,5718.117508553902,935.0,0,2685
299.8,309.4,1609,32.5,27,1,9.599999999999966,168.49408598753257,5476.057794594809,877.5,0,2686
299.8,309.4,1633,27.5,29,1,9.599999999999966,171.0073601104044,4702.702403036121,797.5,0,2687
299.9,309.4,1348,52.8,31,1,9.5,141.16222990130137,7453.365738788712,1636.8,0,2688
299.9,309.4,1322,53.9,33,1,9.5,138.4395162681902,7461.889926855451,1778.7,0,2689
300.0,309.5,1641,30.1,35,1,9.5,171.84511815136167,5172.538056355987,1053.5,0,2690
300.0,309.5,1728,26.0,37,1,9.5,180.95573684677208,4704.849158016074,962.0,0,2691
300.0,309.6,1431,47.7,39,1,9.600000000000023,149.8539695762331,7148.03434878632,1860.3000000000002,0,2692
300.1,309.7,1641,30.4,41,1,9.599999999999966,171.84511815136167,5224.091591801394,1246.3999999999999,0,2693
300.1,309.6,1622,36.1,43,2,9.5,169.85544280408814,6131.781485227582,1552.3,0,2694
300.1,309.6,1625,38.0,46,2,9.5,170.1696020694471,6466.44487863899,1748.0,0,2695
300.0,309.5,1869,22.7,49,1,9.5,195.7212223186441,4442.871746633221,1112.3,0,2696
300.0,309.6,1452,46.0,51,1,9.600000000000023,152.053084433746,6994.441883952316,2346.0,0,2697
300.0,309.6,1618,28.7,53,1,9.600000000000023,169.4365637836095,4862.829380589593,1521.1,0,2698
300.0,309.4,2010,20.0,55,1,9.399999999999977,210.48670779051614,4209.734155810323,1100.0,0,2699
299.9,309.4,1363,60.9,57,1,9.5,142.73302622809626,8692.441297291063,3471.2999999999997,0,2700
299.9,309.3,1473,40.4,59,1,9.400000000000034,154.25219929125885,6231.788851366857,2383.6,0,2701
299.9,309.2,1333,50.8,61,1,9.300000000000011,139.59143357450648,7091.244825584929,3098.7999999999997,0,2702
299.8,309.2,1760,25.9,63,1,9.399999999999977,184.3067690106012,4773.545317374571,1631.6999999999998,0,2703
299.8,309.2,1372,58.2,65,2,9.399999999999977,143.6755040241732,8361.91433420688,3783.0,0,2704
299.7,309.2,1608,34.4,68,2,9.5,168.3893662324129,5792.594198395003,2339.2,0,2705
299.7,309.2,1326,64.8,71,1,9.5,138.85839528866885,8998.024014705741,4600.8,0,2706
299.6,309.1,1560,37.1,73,2,9.5,163.36281798666923,6060.760547305428,2708.3,0,2707
299.6,309.0,1539,36.1,76,2,9.399999999999977,161.16370312915637,5818.009682962545,2743.6,0,2708
299.6,309.1,2266,15.3,79,1,9.5,237.29496510114902,3630.6129660475804,1208.7,0,2709
299.6,309.1,1641,35.8,81,1,9.5,171.84511815136167,6152.055229818748,2899.7999999999997,0,2710
299.6,309.1,1574,39.2,83,1,9.5,164.82889455834447,6461.2926666871035,3253.6000000000004,0,2711
299.6,309.1,1407,50.6,85,1,9.5,147.3406954533613,7455.439189940082,4301.0,0,2712
299.7,309.2,1302,55.5,87,0,9.5,136.34512116579702,7567.154224701735,4828.5,0,2713
299.6,309.2,1651,30.8,92,2,9.599999999999966,172.89231570255828,5325.083323638795,2833.6,0,2714
299.6,309.1,1366,55.2,95,2,9.5,143.04718549345523,7896.204639238729,5244.0,0,2715
299.5,309.0,1701,28.6,98,2,9.5,178.12830345854127,5094.46947891428,2802.8,0,2716
299.5,309.0,1498,44.6,101,1,9.5,156.87019316925034,6996.410615348565,4504.6,0,2717
299.5,309.1,1422,45.3,103,2,9.600000000000023,148.91149178015618,6745.690577641075,4665.9,0,2718
299.5,309.1,1357,47.3,106,1,9.600000000000023,142.1047076973783,6721.552674085993,5013.799999999999,0,2719
299.5,309.2,1690,29.2,108,1,9.699999999999989,176.97638615222502,5167.710475644971,3153.6,0,2720
299.6,309.2,1559,39.1,110,1,9.599999999999966,163.25809823154958,6383.391640853589,4301.0,0,2721
299.6,309.3,1553,32.4,112,2,9.699999999999989,162.62977970083162,5269.204862306944,3628.7999999999997,0,2722
299.6,309.3,1558,34.8,115,1,9.699999999999989,163.1533784764299,5677.737570979761,4001.9999999999995,0,2723
299.7,309.4,1362,51.9,117,1,9.699999999999989,142.6283064729766,7402.409105947485,6072.3,0,2724
299.8,309.3,1470,42.7,119,2,9.5,153.93804002589985,6573.154309105924,5081.3,0,2725
299.8,309.4,1555,34.8,122,1,9.599999999999966,162.83921921107094,5666.804828545268,4245.599999999999,0,2726
299.8,309.4,1423,42.9,124,2,9.599999999999966,149.01621153527586,6392.795474863334,5319.599999999999,0,2727
299.7,309.3,1434,38.5,127,1,9.600000000000023,150.1681288415921,5781.472960401296,4889.5,0,2728
299.7,309.3,1779,25.5,129,1,9.600000000000023,186.29644435787472,4750.559331125805,3289.5,0,2729
299.7,309.3,1417,54.6,131,1,9.600000000000023,148.3878930045579,8101.978958048861,7152.6,0,2730
299.6,309.2,1425,45.9,133,1,9.599999999999966,149.22565104551518,6849.457382989146,6104.7,0,2731
299.7,309.2,1597,32.9,135,2,9.5,167.23744892609665,5502.112069668579,4441.5,0,2732
299.7,309.2,1346,57.4,138,1,9.5,140.95279039106205,8090.690168446961,7921.2,0,2733
299.7,309.2,1422,40.4,140,1,9.5,148.91149178015618,6016.024267918309,5656.0,0,2734
299.7,309.2,1572,32.8,142,0,9.5,164.61945504810515,5399.518125577849,4657.599999999999,0,2735
299.7,309.2,1412,45.4,147,1,9.5,147.86429422895958,6713.038957994765,6673.8,0,2736
299.7,309.1,1576,36.4,149,2,9.400000000000034,165.0383340685838,6007.39536009645,5423.599999999999,0,2737
299.7,309.1,1508,41.2,152,2,9.400000000000034,157.91739072044692,6506.196497682414,6262.400000000001,0,2738
299.8,309.1,1496,44.4,155,2,9.300000000000011,156.66075365901102,6955.737462460089,6882.0,0,2739
299.8,309.2,1572,35.4,158,1,9.399999999999977,164.61945504810515,5827.528708702922,5593.2,0,2740
299.6,309.0,1525,42.8,160,1,9.399999999999977,159.69762655748113,6835.058416660192,6848.0,0,2741
299.6,309.0,1378,51.9,162,1,9.399999999999977,144.30382255489116,7489.368390598851,8407.8,0,2742
299.6,309.1,1369,51.4,164,1,9.5,143.36134475881423,7368.773120603051,8429.6,0,2743
299.6,309.1,1476,45.3,166,1,9.5,154.5663585566178,7001.856042614787,7519.799999999999,0,2744
299.7,309.2,1620,30.0,168,1,9.5,169.64600329384882,5089.380098815464,5040.0,0,2745
299.7,309.1,1603,38.5,170,2,9.400000000000034,167.8657674568146,6462.832047087362,6545.0,0,2746
299.7,309.2,1411,46.1,173,1,9.5,147.75957447383993,6811.716383244021,7975.3,0,2747
299.7,309.2,1616,31.6,175,1,9.5,169.22712427337018,5347.577127038498,5530.0,0,2748
299.7,309.2,1631,35.1,177,1,9.5,170.79792060016507,5995.007013065794,6212.7,0,2749
299.7,309.2,1685,28.9,179,2,9.5,176.4527873766267,5099.485555184511,5173.099999999999,1,2750
299.7,309.2,1456,40.6,182,0,9.5,152.4719634542246,6190.361716241519,7389.2,0,2751
299.7,309.1,1417,50.1,187,1,9.400000000000034,148.3878930045579,7434.233439528351,9368.7,0,2752
299.7,309.1,1851,24.7,189,2,9.400000000000034,193.83626672649024,4787.755788144309,4668.3,0,2753
299.7,309.1,1715,27.8,192,1,9.400000000000034,179.59438003021648,4992.723764840019,5337.6,0,2754
299.6,309.1,1630,32.3,194,0,9.5,170.69320084504542,5513.390387294967,6266.2,0,2755
299.7,309.2,1478,38.8,199,1,9.5,154.77579806685713,6005.300964994057,7721.2,0,2756
299.7,309.2,1781,29.6,201,1,9.5,186.50588386811404,5520.574162496176,5949.6,0,2757
299.8,309.2,1439,36.1,203,1,9.399999999999977,150.6917276171904,5439.971366980573,7328.3,0,2758
299.7,309.2,1412,45.3,205,2,9.5,147.86429422895958,6698.252528571868,9286.5,0,2759
299.7,309.1,1483,41.1,208,1,9.400000000000034,155.29939684245542,6382.8052102249185,8548.800000000001,0,2760
299.8,309.2,1400,42.6,210,1,9.399999999999977,146.60765716752368,6245.486195336509,8946.0,0,2761
299.8,309.3,1299,65.1,212,1,9.5,136.03096190043803,8855.615619718516,13801.199999999999,1,2762
299.8,309.2,1479,44.4,214,1,9.399999999999977,154.88051782197678,6876.694991295769,9501.6,0,2763
299.8,309.2,1491,47.5,216,1,9.399999999999977,156.1371548834127,7416.514856962103,10260.0,0,2764
299.9,309.3,1389,52.8,0,2,9.400000000000034,145.4557398612074,7680.063064671751,0.0,0,2765
299.9,309.4,1399,54.8,3,2,9.5,146.502937412404,8028.360970199739,164.39999999999998,0,2766
299.9,309.4,1889,26.0,6,2,9.5,197.8156174210373,5143.20605294697,156.0,0,2767
300.0,309.5,1925,21.9,9,1,9.5,201.58552860534505,4414.723076457056,197.1,0,2768
300.0,309.5,1675,30.2,11,1,9.5,175.4055898254301,5297.2488127279885,332.2,0,2769
300.0,309.6,1477,38.1,13,2,9.600000000000023,154.67107831173746,5892.968083677198,495.3,0,2770
300.0,309.6,1364,45.9,16,1,9.600000000000023,142.8377459832159,6556.25254062961,734.4,0,2771
299.9,309.5,1451,39.4,18,1,9.600000000000023,151.94836467862632,5986.765568337877,709.1999999999999,0,2772
299.9,309.4,1467,41.2,20,1,9.5,153.62388076054089,6329.303887334285,824.0,0,2773
299.9,309.4,1858,22.5,22,1,9.5,194.56930501232785,4377.809362777377,495.0,0,2774
300.1,309.4,1559,39.7,24,1,9.299999999999955,163.25809823154958,6481.346499792518,952.8000000000001,0,2775
300.1,309.4,1560,47.7,26,1,9.299999999999955,163.36281798666923,7792.406417964123,1240.2,0,2776
300.1,309.4,1453,47.6,28,1,9.299999999999955,152.15780418886564,7242.711479390005,1332.8,0,2777
300.1,309.4,1464,41.7,30,1,9.299999999999955,153.3097214951819,6393.015386349085,1251.0,0,2778
300.0,309.4,1308,50.2,32,1,9.399999999999977,136.973439696515,6876.066672765052,1606.4,0,2779
300.1,309.5,1353,50.9,34,1,9.399999999999977,141.68582867689966,7211.808679654193,1730.6,0,2780
300.2,309.6,1556,35.8,36,2,9.400000000000034,162.9439389661906,5833.393014989622,1288.8,0,2781
300.2,309.5,2183,17.8,39,1,9.300000000000011,228.60322542621728,4069.137412586668,694.2,0,2782
300.2,309.6,1491,41.8,41,2,9.400000000000034,156.1371548834127,6526.533074126651,1713.8,0,2783
300.2,309.6,1528,35.1,44,2,9.400000000000034,160.01178582284012,5616.413682381689,1544.4,0,2784
300.2,309.6,1430,52.7,47,1,9.400000000000034,149.74924982111347,7891.78546557268,2476.9,0,2785
300.2,309.5,1495,32.6,49,1,9.300000000000011,156.55603390389135,5103.7267052668585,1597.4,0,2786
300.2,309.5,1630,28.3,51,2,9.300000000000011,170.69320084504542,4830.617583914785,1443.3,0,2787
300.3,309.6,1524,38.4,54,2,9.300000000000011,159.59290680236148,6128.367621210681,2073.6,0,2788
300.3,309.6,1326,52.4,57,1,9.300000000000011,138.85839528866885,7276.179913126247,2986.7999999999997,0,2789
300.3,309.5,1438,44.0,59,0,9.199999999999989,150.58700786207075,6625.828345931113,2596.0,0,2790
300.4,309.6,1356,45.9,64,1,9.200000000000045,141.99998794225866,6517.799446549672,2937.6,0,2791
300.4,309.6,1416,43.3,66,0,9.200000000000045,148.28317324943822,6420.661401700674,2857.7999999999997,0,2792
300.4,309.7,1584,32.6,71,1,9.300000000000011,165.87609210954108,5407.560602771039,2314.6,0,2793
300.3,309.6,1597,31.8,73,1,9.300000000000011,167.23744892609665,5318.150875849873,2321.4,0,2794
300.4,309.6,1553,43.9,75,1,9.200000000000045,162.62977970083162,7139.447328866508,3292.5,0,2795
300.3,309.5,1405,49.4,77,2,9.199999999999989,147.13125594312197,7268.284043590225,3803.7999999999997,0,2796
300.2,309.5,1539,35.3,80,1,9.300000000000011,161.16370312915637,5689.07872045922,2824.0,0,2797
300.3,309.6,1398,53.7,82,2,9.300000000000011,146.39821765728436,7861.584288196171,4403.400000000001,0,2798
300.3,309.6,1568,39.6,85,1,9.300000000000011,164.2005760276265,6502.34281069401,3366.0,0,2799
300.3,309.6,1404,44.6,87,1,9.300000000000011,147.02653618800232,6557.383513984904,3880.2000000000003,0,2800
300.2,309.5,1500,45.7,89,2,9.300000000000011,157.07963267948966,7178.539213452678,4067.3,0,2801
300.2,309.5,1642,28.8,92,2,9.300000000000011,171.94983790648135,4952.155331706663,2649.6,0,2802
300.3,309.6,1509,46.6,95,2,9.300000000000011,158.0221104755666,7363.830348161403,4427.0,0,2803
300.2,309.5,1343,50.2,98,1,9.300000000000011,140.63863112570306,7060.059282510294,4919.6,0,2804
300.1,309.5,1450,40.1,100,1,9.399999999999977,151.84364492350667,6088.930161432618,4010.0,0,2805
300.0,309.4,1460,43.5,102,1,9.399999999999977,152.89084247470325,6650.751647649591,4437.0,0,2806
300.0,309.3,1364,41.2,104,1,9.300000000000011,142.8377459832159,5884.915134508496,4284.8,0,2807
299.9,309.3,1452,41.9,106,2,9.400000000000034,152.053084433746,6371.024237773957,4441.4,0,2808
299.9,309.3,1471,41.8,109,1,9.400000000000034,154.04275978101953,6438.987358846616,4556.2,0,2809
299.9,309.2,1598,34.6,111,1,9.300000000000011,167.3421686812163,5790.039036370084,3840.6000000000004,0,2810
299.8,309.1,1772,24.8,113,1,9.300000000000011,185.5634060720371,4601.97247058652,2802.4,0,2811
299.9,309.2,1761,25.6,115,1,9.300000000000011,184.41148876572086,4720.934112402454,2944.0,0,2812
300.0,309.3,1413,40.7,117,2,9.300000000000011,147.96901398407925,6022.338869152026,4761.900000000001,0,2813
300.0,309.3,1887,22.6,120,1,9.300000000000011,197.60617791079798,4465.899620784035,2712.0,0,2814
300.0,309.3,1395,56.5,122,1,9.300000000000011,146.08405839192537,8253.749299143783,6893.0,0,2815
300.1,309.4,1569,31.6,124,2,9.299999999999955,164.30529578274619,5192.047346734779,3918.4,0,2816
300.1,309.4,1434,47.3,127,1,9.299999999999955,150.1681288415921,7102.952494207307,6007.099999999999,0,2817
300.2,309.5,1417,41.1,129,1,9.300000000000011,148.3878930045579,6098.74240248733,5301.900000000001,0,2818
300.2,309.5,1729,28.4,131,1,9.300000000000011,181.06045660189173,5142.116967493725,3720.3999999999996,0,2819
300.2,309.5,1356,51.1,133,1,9.300000000000011,141.99998794225866,7256.199383849417,6796.3,0,2820
300.2,309.5,1436,48.8,135,1,9.300000000000011,150.37756835183143,7338.425335569374,6588.0,0,2821
300.3,309.6,1419,42.5,137,2,9.300000000000011,148.59733251479722,6315.386631878881,5822.5,0,2822
300.3,309.6,1593,38.1,140,1,9.300000000000011,166.818569905618,6355.787513404046,5334.0,0,2823
300.3,309.5,1320,62.2,142,2,9.199999999999989,138.23007675795088,8597.910774344546,8832.4,0,2824
300.3,309.5,1448,42.4,145,2,9.199999999999989,151.63420541326735,6429.290309522536,6148.0,0,2825
300.3,309.4,1470,33.5,148,1,9.099999999999966,153.93804002589985,5156.924340867645,4958.0,0,2826
300.3,309.4,1612,33.1,150,2,9.099999999999966,168.80824525289154,5587.55291787071,4965.0,0,2827
300.4,309.4,1412,51.6,153,1,9.0,147.86429422895958,7629.797582214314,7894.8,0,2828
300.4,309.4,1875,23.9,155,2,9.0,196.34954084936206,4692.754026299753,3704.5,0,2829
300.3,309.3,1612,36.0,158,1,9.0,168.80824525289154,6077.096829104095,5688.0,0,2830
300.4,309.3,1411,41.6,160,2,8.900000000000034,147.75957447383993,6146.798298111741,6656.0,0,2831
300.3,309.2,1490,47.9,163,2,8.899999999999977,156.03243512829306,7473.953642645237,7807.7,0,2832
300.4,309.3,1467,40.3,166,2,8.900000000000034,153.62388076054089,6191.042394649798,6689.799999999999,0,2833
300.3,309.2,1807,26.4,169,1,8.899999999999977,189.2285975012252,4995.634974032345,4461.599999999999,0,2834
300.3,309.1,1368,46.0,171,1,8.800000000000011,143.25662500369455,6589.804750169949,7866.0,0,2835
300.3,309.2,1572,32.0,173,1,8.899999999999977,164.61945504810515,5267.822561539365,5536.0,0,2836
300.3,309.1,1458,44.3,175,2,8.800000000000011,152.68140296446393,6763.786151325751,7752.499999999999,0,2837
300.3,309.1,1699,30.3,178,1,8.800000000000011,177.91886394830195,5390.941577633549,5393.400000000001,0,2838
300.3,309.3,1478,39.5,180,1,9.0,154.77579806685713,6113.644023640857,7110.0,0,2839
300.4,309.4,1362,42.1,182,2,9.0,142.6283064729766,6004.651702512315,7662.2,0,2840
300.4,309.4,1487,38.9,185,0,9.0,155.71827586293406,6057.440931068135,7196.5,0,2841
300.3,309.4,1705,29.4,190,1,9.099999999999966,178.5471824790199,5249.287164883185,5586.0,0,2842
300.3,309.3,1345,53.5,192,1,9.0,140.84807063594238,7535.3717790229175,10272.0,0,2843
300.3,309.2,1532,40.2,194,1,8.899999999999977,160.43066484331877,6449.312726701415,7798.8,0,2844
300.3,309.2,1650,35.2,196,1,8.899999999999977,172.7875959474386,6082.12337734984,6899.200000000001,0,2845
300.3,309.2,1398,54.4,198,1,8.899999999999977,146.39821765728436,7964.063040556269,10771.199999999999,0,2846
300.3,309.2,1412,44.8,200,1,8.899999999999977,147.86429422895958,6624.320381457389,8960.0,0,2847
300.4,309.3,1525,39.6,202,1,8.900000000000034,159.69762655748113,6324.026011676253,7999.200000000001,0,2848
300.3,309.3,1391,57.9,204,2,9.0,145.66517937144673,8434.013885606766,11811.6,0,2849
300.4,309.3,1766,28.2,207,1,8.900000000000034,184.93508754131915,5215.1694686652,5837.4,0,2850
300.4,309.3,1671,35.0,209,1,8.900000000000034,174.98671080495146,6124.534878173301,7315.0,0,2851
300.5,309.3,1373,48.8,211,1,8.800000000000011,143.78022377929287,7016.474920429491,10296.8,0,2852
300.5,309.4,1347,50.1,213,2,8.899999999999977,141.0575101461817,7066.9812583237035,10671.300000000001,0,2853
300.5,309.3,1539,39.1,216,2,8.800000000000011,161.16370312915637,6301.500792350014,8445.6,0,2854
300.5,309.3,1470,40.8,219,1,8.800000000000011,153.93804002589985,6280.672033056713,8935.199999999999,0,2855
300.5,309.3,1528,37.0,221,1,8.800000000000011,160.01178582284012,5920.4360754450845,8177.0,0,2856
300.5,309.3,1471,45.2,223,0,8.800000000000011,154.04275978101953,6962.732742102083,10079.6,0,2857
300.4,309.2,1528,37.2,228,2,8.800000000000011,160.01178582284012,5952.438432609653,8481.6,0,2858
300.5,309.3,1417,51.5,231,1,8.800000000000011,148.3878930045579,7641.976489734731,11896.5,1,2859
300.6,309.4,1549,43.4,233,1,8.799999999999955,162.21090068035298,7039.953089527319,10112.199999999999,0,2860
300.6,309.4,1463,49.2,235,0,8.799999999999955,153.20500174006224,7537.6860856110625,11562.0,0,2861
300.7,309.5,1479,43.6,240,1,8.800000000000011,154.88051782197678,6752.790577038188,10464.0,0,2862
300.6,309.5,1867,23.0,242,1,8.899999999999977,195.51178280840477,4496.77100459331,5566.0,0,2863
300.6,309.4,1471,44.1,244,1,8.799999999999955,154.04275978101953,6793.285706342961,10760.4,0,2864
300.6,309.4,1380,47.6,246,0,8.799999999999955,144.51326206513048,6878.831274300211,11709.6,1,2865
300.7,309.7,1623,32.7,0,0,9.0,169.9601625592078,5557.697315686095,0.0,0,2866
300.8,309.7,1997,20.7,5,1,8.899999999999977,209.12535097396056,4328.894765160983,103.5,0,2867
300.7,309.6,1390,48.5,7,0,8.900000000000034,145.56045961632708,7059.682291391863,339.5,0,2868
300.8,309.7,1418,46.6,12,1,8.899999999999977,148.49261275967754,6919.755754600974,559.2,0,2869
300.8,309.7,1519,35.8,14,1,8.899999999999977,159.0693080267632,5694.681227358122,501.19999999999993,0,2870
300.8,309.7,1519,39.7,16,2,8.899999999999977,159.0693080267632,6315.0515286625,635.2,0,2871
300.7,309.6,1536,37.2,19,2,8.900000000000034,160.8495438637974,5983.603031733264,706.8000000000001,0,2872
300.8,309.6,1680,28.7,22,1,8.800000000000011,175.92918860102841,5049.167712849516,631.4,0,2873
300.6,309.4,1555,37.9,24,0,8.799999999999955,162.83921921107094,6171.606408099588,909.5999999999999,0,2874
300.6,309.5,1471,49.6,29,1,8.899999999999977,154.04275978101953,7640.520885138569,1438.4,0,2875
300.5,309.4,1877,23.8,31,2,8.899999999999977,196.55898035960138,4678.103732558513,737.8000000000001,0,2876
300.5,309.3,1578,30.5,34,2,8.800000000000011,165.24777357882311,5040.057094154105,1037.0,0,2877
300.5,309.4,1655,32.1,37,2,8.899999999999977,173.31119472303692,5563.289350609485,1187.7,0,2878
300.5,309.4,1502,34.3,40,0,8.899999999999977,157.28907218972896,5395.015176107703,1372.0,0,2879
300.6,309.4,1367,63.2,45,2,8.799999999999955,143.1519052485749,9047.200411709935,2844.0,1,2880
300.7,309.5,1541,37.2,48,1,8.800000000000011,161.3731426393957,6003.080906185521,1785.6000000000001,0,2881
300.6,309.6,1588,37.0,50,2,9.0,166.29497113001972,6152.91393181073,1850.0,0,2882
300.6,309.6,1684,32.8,53,1,9.0,176.34806762150706,5784.216617985431,1738.3999999999999,0,2883
300.6,309.5,1437,40.0,55,1,8.899999999999977,150.48228810695107,6019.291524278043,2200.0,0,2884
300.6,309.6,1409,42.4,57,1,9.0,147.5501349636006,6256.125722456666,2416.7999999999997,0,2885
300.5,309.5,1320,49.9,59,2,9.0,138.23007675795088,6897.680830221749,2944.1,0,2886
300.5,309.5,1635,34.2,62,0,9.0,171.2167996206437,5855.614547026015,2120.4,0,2887
300.5,309.5,1691,27.6,67,2,9.0,177.08110590734466,4887.438523042713,1849.2,0,2888
300.6,309.6,1365,50.0,70,2,9.0,142.94246573833559,7147.123286916779,3500.0,0,2889
300.7,309.7,1523,38.2,73,2,9.0,159.48818704724184,6092.448745204639,2788.6000000000004,0,2890
300.6,309.7,1593,32.4,76,1,9.099999999999966,166.818569905618,5404.921664942023,2462.4,0,2891
300.6,309.6,1682,30.7,78,1,9.0,176.13862811126774,5407.455883015919,2394.6,0,2892
300.7,309.6,1329,54.3,80,1,8.900000000000034,139.17255455402784,7557.069712283711,4344.0,0,2893
300.7,309.6,1568,35.2,82,2,8.900000000000034,164.2005760276265,5779.860276172453,2886.4,0,2894
300.7,309.6,1733,24.8,85,1,8.900000000000034,181.47933562237037,4500.687523434785,2108.0,0,2895
300.7,309.6,1473,48.1,87,2,8.900000000000034,154.25219929125885,7419.530785909551,4184.7,0,2896
300.7,309.5,1633,31.3,90,2,8.800000000000011,171.0073601104044,5352.530371455658,2817.0,0,2897
